partition_id,policy,identity,K,workload_cv,relay_sorties_executed,total_energy_kwh,partition,total_U_A,total_U_B,total_U_C,total_B_A,total_B_B,total_B_C,total_R,total_RE,gap_U_A,gap_U_B,gap_U_C,gap_B_A,gap_B_B,gap_B_C,gap_R,gap_RE
clone-3-0727-preserve_ids,clone,preserve_ids,3,0.23073767846516094,6,69.57490669989525,"S001,S004,S008,S010,S014 / S002,S009,S012,S013 / S003,S005,S006,S007,S011,S015",6,4,5,6,4,6,5,6,2,2,3,0,0,2,3,0
clone-3-0728-preserve_ids,clone,preserve_ids,3,0.2179989383662204,7,70.00171833414923,"S001,S004,S008,S010 / S002,S009,S012,S013,S014 / S003,S005,S006,S007,S011,S015",6,4,5,6,5,6,5,7,2,2,3,0,1,2,3,1
clone-3-0729-preserve_ids,clone,preserve_ids,3,0.314813179559577,7,70.00171833414923,"S001,S004,S008,S010 / S002,S009,S012,S013 / S003,S005,S006,S007,S011,S014,S015",6,5,5,6,5,6,5,7,2,3,3,0,1,2,3,1
clone-3-0730-preserve_ids,clone,preserve_ids,3,0.3461943590297596,7,70.29025841840823,"S001,S004,S008,S010,S014 / S002,S009,S013 / S003,S005,S006,S007,S011,S012,S015",6,4,5,6,4,6,6,7,2,2,3,0,0,2,4,1
clone-3-0731-preserve_ids,clone,preserve_ids,3,0.31772016324630403,8,70.71707005266221,"S001,S004,S008,S010 / S002,S009,S013,S014 / S003,S005,S006,S007,S011,S012,S015",6,5,5,6,5,6,6,8,2,3,3,0,1,2,4,2
clone-3-0732-preserve_ids,clone,preserve_ids,3,0.42297291750302385,8,70.71707005266221,"S001,S004,S008,S010 / S002,S009,S013 / S003,S005,S006,S007,S011,S012,S014,S015",6,4,5,6,5,6,6,8,2,2,3,0,1,2,4,2
clone-3-0733-preserve_ids,clone,preserve_ids,3,0.23953798092339415,7,70.00171833414923,"S001,S004,S008,S012,S014 / S002,S009,S010,S013 / S003,S005,S006,S007,S011,S015",6,4,5,6,5,6,5,7,2,2,3,0,1,2,3,1
clone-3-0734-preserve_ids,clone,preserve_ids,3,0.21592132770103908,6,69.57490669989525,"S001,S004,S008,S012 / S002,S009,S010,S013,S014 / S003,S005,S006,S007,S011,S015",6,5,5,6,6,6,5,6,2,3,3,0,2,2,3,0
clone-3-0735-preserve_ids,clone,preserve_ids,3,0.31737338161664225,7,70.00171833414923,"S001,S004,S008,S012 / S002,S009,S010,S013 / S003,S005,S006,S007,S011,S014,S015",6,5,5,6,6,6,5,7,2,3,3,0,2,2,3,1
clone-3-0736-preserve_ids,clone,preserve_ids,3,0.21608112063351095,7,70.00171833414923,"S001,S004,S008,S014 / S002,S009,S010,S012,S013 / S003,S005,S006,S007,S011,S015",6,5,5,6,5,6,5,7,2,3,3,0,1,2,3,1
clone-3-0737-preserve_ids,clone,preserve_ids,3,0.2496213373446018,6,69.57490669989525,"S001,S004,S008 / S002,S009,S010,S012,S013,S014 / S003,S005,S006,S007,S011,S015",6,5,5,6,6,6,5,6,2,3,3,0,2,2,3,0
clone-3-0738-preserve_ids,clone,preserve_ids,3,0.3212889084674969,7,70.00171833414923,"S001,S004,S008 / S002,S009,S010,S012,S013 / S003,S005,S006,S007,S011,S014,S015",6,6,5,6,6,6,5,7,2,4,3,0,2,2,3,1
clone-3-0739-preserve_ids,clone,preserve_ids,3,0.3198918732467784,8,70.71707005266221,"S001,S004,S008,S014 / S002,S009,S010,S013 / S003,S005,S006,S007,S011,S012,S015",6,5,5,6,5,6,6,8,2,3,3,0,1,2,4,2
clone-3-0740-preserve_ids,clone,preserve_ids,3,0.32367032452285666,7,70.29025841840823,"S001,S004,S008 / S002,S009,S010,S013,S014 / S003,S005,S006,S007,S011,S012,S015",6,6,5,6,6,6,6,7,2,4,3,0,2,2,4,1
clone-3-0741-preserve_ids,clone,preserve_ids,3,0.41479442563203506,8,70.71707005266221,"S001,S004,S008 / S002,S009,S010,S013 / S003,S005,S006,S007,S011,S012,S014,S015",6,5,5,6,6,6,6,8,2,3,3,0,2,2,4,2
clone-3-0742-preserve_ids,clone,preserve_ids,3,0.33355782867694345,7,70.00171833414923,"S001,S004,S008,S012,S014 / S002,S009,S013 / S003,S005,S006,S007,S010,S011,S015",6,3,5,6,5,6,5,7,2,1,3,0,1,2,3,1
clone-3-0743-preserve_ids,clone,preserve_ids,3,0.29972712635648635,7,70.00171833414923,"S001,S004,S008,S012 / S002,S009,S013,S014 / S003,S005,S006,S007,S010,S011,S015",6,4,5,6,6,6,5,7,2,2,3,0,2,2,3,1
clone-3-0744-preserve_ids,clone,preserve_ids,3,0.40654187284299126,6,69.57490669989525,"S001,S004,S008,S012 / S002,S009,S013 / S003,S005,S006,S007,S010,S011,S014,S015",6,4,5,6,6,6,5,6,2,2,3,0,2,2,3,0
clone-3-0745-preserve_ids,clone,preserve_ids,3,0.29933682261896827,7,70.00171833414923,"S001,S004,S008,S014 / S002,S009,S012,S013 / S003,S005,S006,S007,S010,S011,S015",6,4,5,6,5,6,5,7,2,2,3,0,1,2,3,1
clone-3-0746-preserve_ids,clone,preserve_ids,3,0.30749673899085506,7,70.00171833414923,"S001,S004,S008 / S002,S009,S012,S013,S014 / S003,S005,S006,S007,S010,S011,S015",6,4,5,6,6,6,5,7,2,2,3,0,2,2,3,1
clone-3-0747-preserve_ids,clone,preserve_ids,3,0.3959874942907977,6,69.57490669989525,"S001,S004,S008 / S002,S009,S012,S013 / S003,S005,S006,S007,S010,S011,S014,S015",6,5,5,6,6,6,5,6,2,3,3,0,2,2,3,0
clone-3-0748-preserve_ids,clone,preserve_ids,3,0.4088815102466592,8,70.71707005266221,"S001,S004,S008,S014 / S002,S009,S013 / S003,S005,S006,S007,S010,S011,S012,S015",6,4,5,6,5,6,6,8,2,2,3,0,1,2,4,2
clone-3-0749-preserve_ids,clone,preserve_ids,3,0.39868246460046874,8,70.71707005266221,"S001,S004,S008 / S002,S009,S013,S014 / S003,S005,S006,S007,S010,S011,S012,S015",6,5,5,6,6,6,6,8,2,3,3,0,2,2,4,2
clone-3-0750-preserve_ids,clone,preserve_ids,3,0.49756983895403967,7,70.29025841840823,"S001,S004,S008 / S002,S009,S013 / S003,S005,S006,S007,S010,S011,S012,S014,S015",6,4,5,6,6,6,6,7,2,2,3,0,2,2,4,1
clone-3-0751-preserve_ids,clone,preserve_ids,3,0.21866046907923375,5,68.36776585048835,"S001,S004,S010,S012,S014 / S002,S008,S009,S013 / S003,S005,S006,S007,S011,S015",6,5,5,6,6,6,5,5,2,3,3,0,2,2,3,0
clone-3-0752-preserve_ids,clone,preserve_ids,3,0.26214418188802135,6,68.79457748474233,"S001,S004,S010,S012 / S002,S008,S009,S013,S014 / S003,S005,S006,S007,S011,S015",6,5,5,6,5,6,5,6,2,3,3,0,1,2,3,0
clone-3-0753-preserve_ids,clone,preserve_ids,3,0.32709573177605084,6,68.79457748474233,"S001,S004,S010,S012 / S002,S008,S009,S013 / S003,S005,S006,S007,S011,S014,S015",6,6,5,6,6,6,5,6,2,4,3,0,2,2,3,0
clone-3-0754-preserve_ids,clone,preserve_ids,3,0.2639838608155948,5,68.36776585048835,"S001,S004,S010,S014 / S002,S008,S009,S012,S013 / S003,S005,S006,S007,S011,S015",6,5,5,6,6,6,5,5,2,3,3,0,2,2,3,0
clone-3-0755-preserve_ids,clone,preserve_ids,3,0.3420099940689558,6,68.79457748474233,"S001,S004,S010 / S002,S008,S009,S012,S013,S014 / S003,S005,S006,S007,S011,S015",6,4,5,6,5,6,5,6,2,2,3,0,1,2,3,0
clone-3-0756-preserve_ids,clone,preserve_ids,3,0.3769015637210094,6,68.79457748474233,"S001,S004,S010 / S002,S008,S009,S012,S013 / S003,S005,S006,S007,S011,S014,S015",6,5,5,6,6,6,5,6,2,3,3,0,2,2,3,0
clone-3-0757-preserve_ids,clone,preserve_ids,3,0.33022114230363375,6,69.08311756900133,"S001,S004,S010,S014 / S002,S008,S009,S013 / S003,S005,S006,S007,S011,S012,S015",6,6,5,6,6,6,6,6,2,4,3,0,2,2,4,0
clone-3-0758-preserve_ids,clone,preserve_ids,3,0.3783401474073052,7,69.50992920325531,"S001,S004,S010 / S002,S008,S009,S013,S014 / S003,S005,S006,S007,S011,S012,S015",6,5,5,6,5,6,6,7,2,3,3,0,1,2,4,1
clone-3-0759-preserve_ids,clone,preserve_ids,3,0.44113649332675575,7,69.50992920325531,"S001,S004,S010 / S002,S008,S009,S013 / S003,S005,S006,S007,S011,S012,S014,S015",6,5,5,6,6,6,6,7,2,3,3,0,2,2,4,1
clone-3-0760-preserve_ids,clone,preserve_ids,3,0.2518156378687852,6,68.79457748474233,"S001,S004,S012,S014 / S002,S008,S009,S010,S013 / S003,S005,S006,S007,S011,S015",6,4,5,6,5,6,5,6,2,2,3,0,1,2,3,0
clone-3-0761-preserve_ids,clone,preserve_ids,3,0.3250452081376051,5,68.36776585048835,"S001,S004,S012 / S002,S008,S009,S010,S013,S014 / S003,S005,S006,S007,S011,S015",6,4,5,6,4,6,4,5,2,2,3,0,0,2,2,0
clone-3-0762-preserve_ids,clone,preserve_ids,3,0.36504572690624115,6,68.79457748474233,"S001,S004,S012 / S002,S008,S009,S010,S013 / S003,S005,S006,S007,S011,S014,S015",6,5,5,6,5,6,4,6,2,3,3,0,1,2,2,0
clone-3-0763-preserve_ids,clone,preserve_ids,3,0.32745685162978355,6,68.79457748474233,"S001,S004,S014 / S002,S008,S009,S010,S012,S013 / S003,S005,S006,S007,S011,S015",6,4,5,6,5,6,5,6,2,2,3,0,1,2,3,0
clone-3-0764-preserve_ids,clone,preserve_ids,3,0.4193416834150838,5,68.36776585048835,"S001,S004 / S002,S008,S009,S010,S012,S013,S014 / S003,S005,S006,S007,S011,S015",6,3,5,6,4,6,4,5,2,1,3,0,0,2,2,0
clone-3-0765-preserve_ids,clone,preserve_ids,3,0.4361918727952277,6,68.79457748474233,"S001,S004 / S002,S008,S009,S010,S012,S013 / S003,S005,S006,S007,S011,S014,S015",6,4,5,6,5,6,4,6,2,2,3,0,1,2,2,0
clone-3-0766-preserve_ids,clone,preserve_ids,3,0.3682602553182524,7,69.50992920325531,"S001,S004,S014 / S002,S008,S009,S010,S013 / S003,S005,S006,S007,S011,S012,S015",6,5,5,6,5,6,6,7,2,3,3,0,1,2,4,1
clone-3-0767-preserve_ids,clone,preserve_ids,3,0.4370892133890924,6,69.08311756900133,"S001,S004 / S002,S008,S009,S010,S013,S014 / S003,S005,S006,S007,S011,S012,S015",6,4,5,6,4,6,5,6,2,2,3,0,0,2,3,0
clone-3-0768-preserve_ids,clone,preserve_ids,3,0.4814966965789669,7,69.50992920325531,"S001,S004 / S002,S008,S009,S010,S013 / S003,S005,S006,S007,S011,S012,S014,S015",6,4,5,6,5,6,5,7,2,2,3,0,1,2,3,1
clone-3-0769-preserve_ids,clone,preserve_ids,3,0.3086240885014706,6,68.79457748474233,"S001,S004,S012,S014 / S002,S008,S009,S013 / S003,S005,S006,S007,S010,S011,S015",6,4,5,6,6,6,5,6,2,2,3,0,2,2,3,0
clone-3-0770-preserve_ids,clone,preserve_ids,3,0.35612364371414074,6,68.79457748474233,"S001,S004,S012 / S002,S008,S009,S013,S014 / S003,S005,S006,S007,S010,S011,S015",6,4,5,6,5,6,4,6,2,2,3,0,1,2,2,0
clone-3-0771-preserve_ids,clone,preserve_ids,3,0.41924234699000723,5,68.36776585048835,"S001,S004,S012 / S002,S008,S009,S013 / S003,S005,S006,S007,S010,S011,S014,S015",6,5,5,6,6,6,4,5,2,3,3,0,2,2,2,0
clone-3-0772-preserve_ids,clone,preserve_ids,3,0.35790334466438756,6,68.79457748474233,"S001,S004,S014 / S002,S008,S009,S012,S013 / S003,S005,S006,S007,S010,S011,S015",6,4,5,6,6,6,5,6,2,2,3,0,2,2,3,0
clone-3-0773-preserve_ids,clone,preserve_ids,3,0.4313307450703908,6,68.79457748474233,"S001,S004 / S002,S008,S009,S012,S013,S014 / S003,S005,S006,S007,S010,S011,S015",6,3,5,6,5,6,4,6,2,1,3,0,1,2,2,0
clone-3-0774-preserve_ids,clone,preserve_ids,3,0.4709545780479861,5,68.36776585048835,"S001,S004 / S002,S008,S009,S012,S013 / S003,S005,S006,S007,S010,S011,S014,S015",6,4,5,6,6,6,4,5,2,2,3,0,2,2,2,0
clone-3-0775-preserve_ids,clone,preserve_ids,3,0.42240291933247803,7,69.50992920325531,"S001,S004,S014 / S002,S008,S009,S013 / S003,S005,S006,S007,S010,S011,S012,S015",6,5,5,6,6,6,6,7,2,3,3,0,2,2,4,1
clone-3-0776-preserve_ids,clone,preserve_ids,3,0.47242728628387654,7,69.50992920325531,"S001,S004 / S002,S008,S009,S013,S014 / S003,S005,S006,S007,S010,S011,S012,S015",6,4,5,6,5,6,5,7,2,2,3,0,1,2,3,1
clone-3-0777-preserve_ids,clone,preserve_ids,3,0.5341495386865708,6,69.08311756900133,"S001,S004 / S002,S008,S009,S013 / S003,S005,S006,S007,S010,S011,S012,S014,S015",6,4,5,6,6,6,5,6,2,2,3,0,2,2,3,0
clone-3-0778-preserve_ids,clone,preserve_ids,3,0.42621392796513013,5,68.36776585048835,"S001,S004,S010,S012,S014 / S002,S009,S013 / S003,S005,S006,S007,S008,S011,S015",6,4,5,6,6,6,5,5,2,2,3,0,2,2,3,0
clone-3-0779-preserve_ids,clone,preserve_ids,3,0.4196017582755562,6,68.79457748474233,"S001,S004,S010,S012 / S002,S009,S013,S014 / S003,S005,S006,S007,S008,S011,S015",6,5,5,6,6,6,5,6,2,3,3,0,2,2,3,0
clone-3-0780-preserve_ids,clone,preserve_ids,3,0.5170467847332011,6,68.79457748474233,"S001,S004,S010,S012 / S002,S009,S013 / S003,S005,S006,S007,S008,S011,S014,S015",6,4,5,6,5,6,5,6,2,2,3,0,1,2,3,0
clone-3-0781-preserve_ids,clone,preserve_ids,3,0.41985861491375553,5,68.36776585048835,"S001,S004,S010,S014 / S002,S009,S012,S013 / S003,S005,S006,S007,S008,S011,S015",6,5,5,6,6,6,5,5,2,3,3,0,2,2,3,0
clone-3-0782-preserve_ids,clone,preserve_ids,3,0.44391977381720765,6,68.79457748474233,"S001,S004,S010 / S002,S009,S012,S013,S014 / S003,S005,S006,S007,S008,S011,S015",6,4,5,6,6,6,5,6,2,2,3,0,2,2,3,0
clone-3-0783-preserve_ids,clone,preserve_ids,3,0.5245459128473393,6,68.79457748474233,"S001,S004,S010 / S002,S009,S012,S013 / S003,S005,S006,S007,S008,S011,S014,S015",6,4,5,6,5,6,5,6,2,2,3,0,1,2,3,0
clone-3-0784-preserve_ids,clone,preserve_ids,3,0.5197538344112105,6,69.08311756900133,"S001,S004,S010,S014 / S002,S009,S013 / S003,S005,S006,S007,S008,S011,S012,S015",6,4,5,6,6,6,6,6,2,2,3,0,2,2,4,0
clone-3-0785-preserve_ids,clone,preserve_ids,3,0.527009928272423,7,69.50992920325531,"S001,S004,S010 / S002,S009,S013,S014 / S003,S005,S006,S007,S008,S011,S012,S015",6,4,5,6,6,6,6,7,2,2,3,0,2,2,4,1
clone-3-0786-preserve_ids,clone,preserve_ids,3,0.6182226941068909,7,69.50992920325533,"S001,S004,S010 / S002,S009,S013 / S003,S005,S006,S007,S008,S011,S012,S014,S015",6,3,5,6,5,6,6,7,2,1,3,0,1,2,4,1
clone-3-0787-preserve_ids,clone,preserve_ids,3,0.41858375373401363,6,68.79457748474233,"S001,S004,S012,S014 / S002,S009,S010,S013 / S003,S005,S006,S007,S008,S011,S015",6,4,5,6,6,6,5,6,2,2,3,0,2,2,3,0
clone-3-0788-preserve_ids,clone,preserve_ids,3,0.43698487679174536,5,68.36776585048835,"S001,S004,S012 / S002,S009,S010,S013,S014 / S003,S005,S006,S007,S008,S011,S015",6,5,5,6,6,6,4,5,2,3,3,0,2,2,2,0
clone-3-0789-preserve_ids,clone,preserve_ids,3,0.5211136865892284,6,68.79457748474233,"S001,S004,S012 / S002,S009,S010,S013 / S003,S005,S006,S007,S008,S011,S014,S015",6,4,5,6,5,6,4,6,2,2,3,0,1,2,2,0
clone-3-0790-preserve_ids,clone,preserve_ids,3,0.43792362254936607,6,68.79457748474233,"S001,S004,S014 / S002,S009,S010,S012,S013 / S003,S005,S006,S007,S008,S011,S015",6,5,5,6,6,6,5,6,2,3,3,0,2,2,3,0
clone-3-0791-preserve_ids,clone,preserve_ids,3,0.48362868892731076,5,68.36776585048835,"S001,S004 / S002,S009,S010,S012,S013,S014 / S003,S005,S006,S007,S008,S011,S015",6,4,5,6,6,6,4,5,2,2,3,0,2,2,2,0
clone-3-0792-preserve_ids,clone,preserve_ids,3,0.5489192177391806,6,68.79457748474233,"S001,S004 / S002,S009,S010,S012,S013 / S003,S005,S006,S007,S008,S011,S014,S015",6,4,5,6,5,6,4,6,2,2,3,0,1,2,2,0
clone-3-0793-preserve_ids,clone,preserve_ids,3,0.524088726237441,7,69.50992920325531,"S001,S004,S014 / S002,S009,S010,S013 / S003,S005,S006,S007,S008,S011,S012,S015",6,4,5,6,6,6,6,7,2,2,3,0,2,2,4,1
clone-3-0794-preserve_ids,clone,preserve_ids,3,0.5509995549725045,6,69.08311756900133,"S001,S004 / S002,S009,S010,S013,S014 / S003,S005,S006,S007,S008,S011,S012,S015",6,4,5,6,6,6,5,6,2,2,3,0,2,2,3,0
clone-3-0795-preserve_ids,clone,preserve_ids,3,0.6303905887161491,7,69.50992920325531,"S001,S004 / S002,S009,S010,S013 / S003,S005,S006,S007,S008,S011,S012,S014,S015",6,3,5,6,5,6,5,7,2,1,3,0,1,2,3,1
clone-3-0796-preserve_ids,clone,preserve_ids,3,0.501138112595319,6,68.79457748474233,"S001,S004,S012,S014 / S002,S009,S013 / S003,S005,S006,S007,S008,S010,S011,S015",6,3,5,6,5,6,5,6,2,1,3,0,1,2,3,0
clone-3-0797-preserve_ids,clone,preserve_ids,3,0.5061766305363721,6,68.79457748474233,"S001,S004,S012 / S002,S009,S013,S014 / S003,S005,S006,S007,S008,S010,S011,S015",6,4,5,6,5,6,4,6,2,2,3,0,1,2,2,0
clone-3-0798-preserve_ids,clone,preserve_ids,3,0.5984601687708557,5,68.36776585048835,"S001,S004,S012 / S002,S009,S013 / S003,S005,S006,S007,S008,S010,S011,S014,S015",6,3,5,6,4,6,4,5,2,1,3,0,0,2,2,0
clone-3-0799-preserve_ids,clone,preserve_ids,3,0.5066885138888247,6,68.79457748474233,"S001,S004,S014 / S002,S009,S012,S013 / S003,S005,S006,S007,S008,S010,S011,S015",6,4,5,6,5,6,5,6,2,2,3,0,1,2,3,0
clone-3-0800-preserve_ids,clone,preserve_ids,3,0.536828473000988,6,68.79457748474233,"S001,S004 / S002,S009,S012,S013,S014 / S003,S005,S006,S007,S008,S010,S011,S015",6,3,5,6,5,6,4,6,2,1,3,0,1,2,2,0
clone-3-0801-preserve_ids,clone,preserve_ids,3,0.6139515524636967,5,68.36776585048835,"S001,S004 / S002,S009,S012,S013 / S003,S005,S006,S007,S008,S010,S011,S014,S015",6,3,5,6,4,6,4,5,2,1,3,0,0,2,2,0
clone-3-0802-preserve_ids,clone,preserve_ids,3,0.6013043655755043,7,69.50992920325531,"S001,S004,S014 / S002,S009,S013 / S003,S005,S006,S007,S008,S010,S011,S012,S015",6,3,5,6,5,6,6,7,2,1,3,0,1,2,4,1
clone-3-0803-preserve_ids,clone,preserve_ids,3,0.6163038263890556,7,69.50992920325531,"S001,S004 / S002,S009,S013,S014 / S003,S005,S006,S007,S008,S010,S011,S012,S015",6,3,5,6,5,6,5,7,2,1,3,0,1,2,3,1
clone-3-0804-preserve_ids,clone,preserve_ids,3,0.7035327225381578,6,69.08311756900133,"S001,S004 / S002,S009,S013 / S003,S005,S006,S007,S008,S010,S011,S012,S014,S015",6,2,5,6,4,6,5,6,2,0,3,0,0,2,3,0
clone-3-0805-preserve_ids,clone,preserve_ids,3,0.22363842196092812,6,69.57490669989525,"S001,S008,S010,S012,S014 / S002,S004,S009,S013 / S003,S005,S006,S007,S011,S015",6,3,6,6,4,6,5,6,2,1,4,0,0,2,3,0
clone-3-0806-preserve_ids,clone,preserve_ids,3,0.22245472905686936,7,70.00171833414923,"S001,S008,S010,S012 / S002,S004,S009,S013,S014 / S003,S005,S006,S007,S011,S015",6,4,6,6,5,6,5,7,2,2,4,0,1,2,3,1
clone-3-0807-preserve_ids,clone,preserve_ids,3,0.3138084709767003,7,70.00171833414923,"S001,S008,S010,S012 / S002,S004,S009,S013 / S003,S005,S006,S007,S011,S014,S015",6,4,6,6,5,6,5,7,2,2,4,0,1,2,3,1
clone-3-0808-preserve_ids,clone,preserve_ids,3,0.22326106684337294,5,68.85955498138227,"S001,S008,S010,S014 / S002,S004,S009,S012,S013 / S003,S005,S006,S007,S011,S015",6,4,6,6,4,6,4,5,2,2,4,0,0,2,2,0
clone-3-0809-preserve_ids,clone,preserve_ids,3,0.27512479456199956,6,69.28636661563624,"S001,S008,S010 / S002,S004,S009,S012,S013,S014 / S003,S005,S006,S007,S011,S015",6,4,6,6,5,6,4,6,2,2,4,0,1,2,2,0
clone-3-0810-preserve_ids,clone,preserve_ids,3,0.33390898401162655,6,69.28636661563625,"S001,S008,S010 / S002,S004,S009,S012,S013 / S003,S005,S006,S007,S011,S014,S015",6,5,6,6,5,6,4,6,2,3,4,0,1,2,2,0
clone-3-0811-preserve_ids,clone,preserve_ids,3,0.31658472316647784,6,69.57490669989525,"S001,S008,S010,S014 / S002,S004,S009,S013 / S003,S005,S006,S007,S011,S012,S015",6,4,6,6,4,6,5,6,2,2,4,0,0,2,3,0
clone-3-0812-preserve_ids,clone,preserve_ids,3,0.3359850332991957,7,70.00171833414923,"S001,S008,S010 / S002,S004,S009,S013,S014 / S003,S005,S006,S007,S011,S012,S015",6,5,6,6,5,6,5,7,2,3,4,0,1,2,3,1
clone-3-0813-preserve_ids,clone,preserve_ids,3,0.41840612511542685,7,70.00171833414923,"S001,S008,S010 / S002,S004,S009,S013 / S003,S005,S006,S007,S011,S012,S014,S015",6,4,6,6,5,6,5,7,2,2,4,0,1,2,3,1
clone-3-0814-preserve_ids,clone,preserve_ids,3,0.21858947310146193,7,70.00171833414923,"S001,S008,S012,S014 / S002,S004,S009,S010,S013 / S003,S005,S006,S007,S011,S015",6,4,6,6,5,6,5,7,2,2,4,0,1,2,3,1
clone-3-0815-preserve_ids,clone,preserve_ids,3,0.26189582079814133,6,69.57490669989525,"S001,S008,S012 / S002,S004,S009,S010,S013,S014 / S003,S005,S006,S007,S011,S015",6,5,6,6,6,6,5,6,2,3,4,0,2,2,3,0
clone-3-0816-preserve_ids,clone,preserve_ids,3,0.3269725075284134,7,70.00171833414923,"S001,S008,S012 / S002,S004,S009,S010,S013 / S003,S005,S006,S007,S011,S014,S015",6,5,6,6,6,6,5,7,2,3,4,0,2,2,3,1
clone-3-0817-preserve_ids,clone,preserve_ids,3,0.2637318981703044,6,69.28636661563625,"S001,S008,S014 / S002,S004,S009,S010,S012,S013 / S003,S005,S006,S007,S011,S015",6,5,6,6,5,6,4,6,2,3,4,0,1,2,2,0
clone-3-0818-preserve_ids,clone,preserve_ids,3,0.34167054778751366,5,68.85955498138227,"S001,S008 / S002,S004,S009,S010,S012,S013,S014 / S003,S005,S006,S007,S011,S015",6,5,6,6,6,6,4,5,2,3,4,0,2,2,2,0
clone-3-0819-preserve_ids,clone,preserve_ids,3,0.3766593553825932,6,69.28636661563625,"S001,S008 / S002,S004,S009,S010,S012,S013 / S003,S005,S006,S007,S011,S014,S015",6,6,6,6,6,6,4,6,2,4,4,0,2,2,2,0
clone-3-0820-preserve_ids,clone,preserve_ids,3,0.3300969539414611,7,70.00171833414923,"S001,S008,S014 / S002,S004,S009,S010,S013 / S003,S005,S006,S007,S011,S012,S015",6,5,6,6,5,6,5,7,2,3,4,0,1,2,3,1
clone-3-0821-preserve_ids,clone,preserve_ids,3,0.3781007209174081,6,69.57490669989525,"S001,S008 / S002,S004,S009,S010,S013,S014 / S003,S005,S006,S007,S011,S012,S015",6,6,6,6,6,6,5,6,2,4,4,0,2,2,3,0
clone-3-0822-preserve_ids,clone,preserve_ids,3,0.44098735564891783,7,70.00171833414923,"S001,S008 / S002,S004,S009,S010,S013 / S003,S005,S006,S007,S011,S012,S014,S015",6,5,6,6,6,6,5,7,2,3,4,0,2,2,3,1
clone-3-0823-preserve_ids,clone,preserve_ids,3,0.2975480140426603,7,70.00171833414923,"S001,S008,S012,S014 / S002,S004,S009,S013 / S003,S005,S006,S007,S010,S011,S015",6,3,6,6,5,6,5,7,2,1,4,0,1,2,3,1
clone-3-0824-preserve_ids,clone,preserve_ids,3,0.31412550614747187,7,70.00171833414923,"S001,S008,S012 / S002,S004,S009,S013,S014 / S003,S005,S006,S007,S010,S011,S015",6,4,6,6,6,6,5,7,2,2,4,0,2,2,3,1
clone-3-0825-preserve_ids,clone,preserve_ids,3,0.39791020826118295,6,69.57490669989525,"S001,S008,S012 / S002,S004,S009,S013 / S003,S005,S006,S007,S010,S011,S014,S015",6,4,6,6,6,6,5,6,2,2,4,0,2,2,3,0
clone-3-0826-preserve_ids,clone,preserve_ids,3,0.3151778528657005,6,69.28636661563625,"S001,S008,S014 / S002,S004,S009,S012,S013 / S003,S005,S006,S007,S010,S011,S015",6,4,6,6,5,6,4,6,2,2,4,0,1,2,2,0
clone-3-0827-preserve_ids,clone,preserve_ids,3,0.36858279639839103,6,69.28636661563624,"S001,S008 / S002,S004,S009,S012,S013,S014 / S003,S005,S006,S007,S010,S011,S015",6,4,6,6,6,6,4,6,2,2,4,0,2,2,2,0
clone-3-0828-preserve_ids,clone,preserve_ids,3,0.4269928396013628,5,68.85955498138227,"S001,S008 / S002,S004,S009,S012,S013 / S003,S005,S006,S007,S010,S011,S014,S015",6,5,6,6,6,6,4,5,2,3,4,0,2,2,2,0
clone-3-0829-preserve_ids,clone,preserve_ids,3,0.40085952651374346,7,70.00171833414923,"S001,S008,S014 / S002,S004,S009,S013 / S003,S005,S006,S007,S010,S011,S012,S015",6,4,6,6,5,6,5,7,2,2,4,0,1,2,3,1
clone-3-0830-preserve_ids,clone,preserve_ids,3,0.4289714045301528,7,70.00171833414923,"S001,S008 / S002,S004,S009,S013,S014 / S003,S005,S006,S007,S010,S011,S012,S015",6,5,6,6,6,6,5,7,2,3,4,0,2,2,3,1
clone-3-0831-preserve_ids,clone,preserve_ids,3,0.5068158039038442,6,69.57490669989525,"S001,S008 / S002,S004,S009,S013 / S003,S005,S006,S007,S010,S011,S012,S014,S015",6,4,6,6,6,6,5,6,2,2,4,0,2,2,3,0
clone-3-0832-preserve_ids,clone,preserve_ids,3,0.2778182048492828,5,68.36776585048835,"S001,S010,S012,S014 / S002,S004,S008,S009,S013 / S003,S005,S006,S007,S011,S015",6,5,6,6,6,6,5,5,2,3,4,0,2,2,3,0
clone-3-0833-preserve_ids,clone,preserve_ids,3,0.3600758448645255,6,68.79457748474233,"S001,S010,S012 / S002,S004,S008,S009,S013,S014 / S003,S005,S006,S007,S011,S015",6,5,6,6,5,6,5,6,2,3,4,0,1,2,3,0
clone-3-0834-preserve_ids,clone,preserve_ids,3,0.390056939213437,6,68.79457748474233,"S001,S010,S012 / S002,S004,S008,S009,S013 / S003,S005,S006,S007,S011,S014,S015",6,6,6,6,6,6,5,6,2,4,4,0,2,2,3,0
clone-3-0835-preserve_ids,clone,preserve_ids,3,0.36265490890265684,4,67.65241413197538,"S001,S010,S014 / S002,S004,S008,S009,S012,S013 / S003,S005,S006,S007,S011,S015",6,5,6,6,6,6,4,4,2,3,4,0,2,2,2,0
clone-3-0836-preserve_ids,clone,preserve_ids,3,0.45865720093831347,5,68.07922576622936,"S001,S010 / S002,S004,S008,S009,S012,S013,S014 / S003,S005,S006,S007,S011,S015",6,4,6,6,5,6,4,5,2,2,4,0,1,2,2,0
